sno sname sex cls collage grade major
20190000331 邱虹颖 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000332 苏米琪 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000333 段芷蝶 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000334 陈敏丽 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000335 钱水瑶 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000336 侯纯洁 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000337 黄曼云 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000338 陆海云 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000339 王玉华 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000340 江湛英 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000341 马冷菱 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000342 田芷茹 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000343 白从灵 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000344 汪颀秀 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000345 郭惠琴 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000346 孙梦香 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000347 杜曼安 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000348 黄蕙芸 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000349 邹亦旋 女 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000350 何永望 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000351 劳阳飇 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000352 满浩瀚 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000353 杜凯凯 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000354 车奇迈 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000355 赖茂典 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000356 乜皓轩 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000357 薛经武 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000358 濮文滨 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000359 巴同和 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000360 广宏儒 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000361 谢安宁 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000362 居嘉祥 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000363 高建华 男 2019深度学习应用1班 人工智能学院 2019 深度学习应用
20190000364 贺娇洁 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000365 钟和璧 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000366 邓冠芳 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000367 程晶燕 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000368 吕玲丽 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000369 贾情文 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000370 赵高洁 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000371 段彦珺 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000372 孙仪芳 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000373 郭惠娅 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000374 袁天恩 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000375 武瑜璟 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000376 尹夏尔 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000377 潘虹颖 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000378 戴亚玲 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000379 贾米琪 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000380 谭清润 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000381 汪白筠 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000382 丁余馥 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000383 邹依霜 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000384 石湘灵 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000385 邱虹颖 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000386 苏米琪 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000387 段芷蝶 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000388 陈敏丽 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000389 钱水瑶 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000390 侯纯洁 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000391 黄曼云 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000392 陆海云 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000393 王玉华 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000394 江湛英 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000395 马冷菱 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000396 田芷茹 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000397 白从灵 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000398 汪颀秀 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000399 郭惠琴 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000400 孙梦香 女 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000401 贾向荣 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000402 常奇玮 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000403 孙凯乐 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000404 燕天纵 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000405 闻建元 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000406 鱼乐心 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000407 红星纬 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000408 陆开诚 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000409 于光临 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000410 薛温茂 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000411 何永望 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000412 劳阳飇 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000413 满浩瀚 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000414 杜凯凯 男 2019深度学习应用2班 人工智能学院 2019 深度学习应用
20190000415 程晶燕 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000416 吕玲丽 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000417 贾情文 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000418 赵高洁 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000419 段彦珺 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000420 孙仪芳 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000421 郭惠娅 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000422 袁天恩 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000423 武瑜璟 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000424 尹夏尔 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000425 潘虹颖 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000426 戴亚玲 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000427 贾米琪 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000428 谭清润 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000429 汪白筠 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000430 丁余馥 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000431 邹依霜 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000432 石湘灵 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000433 邱虹颖 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000434 苏米琪 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000435 段芷蝶 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000436 陈敏丽 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000437 钱水瑶 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000438 侯纯洁 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000439 黄曼云 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000440 陆海云 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000441 王玉华 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000442 江湛英 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000443 马冷菱 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000444 田芷茹 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000445 白从灵 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000446 汪颀秀 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000447 郭惠琴 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000448 孙梦香 女 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000449 贾向荣 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000450 常奇玮 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000451 孙凯乐 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000452 燕天纵 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000453 闻建元 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000454 鱼乐心 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000455 红星纬 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000456 陆开诚 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
20190000457 于光临 男 2019深度学习应用3班 人工智能学院 2019 深度学习应用
