tno tname collage title leadclass sex
55002107 孔曼丽 电子电气工程学院 教授  女
55002108 崔涵菡 电子电气工程学院 教授  女
55002109 邱平蓝 电子电气工程学院 讲师  女
55002110 周子安 电子电气工程学院 副教授  男
55002111 段伟博 电子电气工程学院 副教授  男
55002112 沈红旭 体育科学学院 讲师  女
55002113 金紫蓝 体育科学学院 副教授  女
55002114 袁新雪 体育科学学院 讲师  女
55002115 白丰茂 体育科学学院 教授  男
55002116 唐德华 体育科学学院 讲师  男
55002117 萧婉燕 美术与设计学院 教授  女
55002118 郑曼语 美术与设计学院 讲师  女
55002119 宋正思 美术与设计学院 副教授  女
55002120 叶新翰 美术与设计学院 副教授  男
55002121 邱飞掣 美术与设计学院 副教授  男
55002122 汤雪松 美术与设计学院 教授  男
55002123 钱经略 美术与设计学院 讲师  男
55002124 杜淑琳 数学与统计学院 教授  女
55002125 姚佩珍 数学与统计学院 教授  女
55002126 黄念露 数学与统计学院 讲师  女
55002127 何紫杉 数学与统计学院 副教授  女
55002128 金碧灵 数学与统计学院 讲师  女
55002129 苏鸿宝 数学与统计学院 讲师  男
55002130 赖宇荫 数学与统计学院 副教授  男
55002131 乔良朋 数学与统计学院 教授  男
55002132 阎靖琪 数学与统计学院 教授  男
55002133 吴烨赫 数学与统计学院 副教授  男
55002134 钱苇然 数学与统计学院 副教授  女
55002135 康艾玲 数学与统计学院 教授  女
55002136 邹红梅 数学与统计学院 副教授  女
55002137 杜知夏 数学与统计学院 教授  女
55002138 余勤琼 数学与统计学院 副教授  女
55002139 罗宏朗 数学与统计学院 副教授  男
55002140 何浩涆 数学与统计学院 副教授  男
55002141 钱雅安 人工智能学院 副教授  女
55002142 武婷婷 人工智能学院 讲师  女
55002143 金婉怡 人工智能学院 副教授  女
55002144 贾品韵 人工智能学院 教授  女
55002145 钱慧艳 人工智能学院 副教授  女
55002146 余英奕 人工智能学院 讲师  男
55002147 武明旭 人工智能学院 副教授  男
55002148 黎乐和 人工智能学院 副教授  男
55002149 叶阳文 人工智能学院 副教授  男
55002150 崔飞风 音乐与舞蹈学院 教授  女
55002151 林苏格 音乐与舞蹈学院 副教授  女
55002152 孙雅韶 音乐与舞蹈学院 副教授  女
55002153 林季萌 音乐与舞蹈学院 副教授  男
55002154 范雅昶 音乐与舞蹈学院 副教授  男
55002155 方和璧 音乐与舞蹈学院 讲师  男
55002156 白经略 音乐与舞蹈学院 副教授  男
55002157 张嘉纳 音乐与舞蹈学院 教授  男
55002158 李秀君 航空航天工程学院 讲师  女
55002159 毛晓燕 航空航天工程学院 教授  女
55002160 康觅风 航空航天工程学院 教授  女
55002161 丁向明 航空航天工程学院 教授  男
55002162 于天成 航空航天工程学院 副教授  男
55002163 钱文斌 航空航天工程学院 讲师  男
55002164 钟雅志 航空航天工程学院 教授  男
55002165 杜高飞 航空航天工程学院 教授  男
55002166 邓国萍 电子电气工程学院 讲师  女
55002167 谢冰旋 电子电气工程学院 副教授  女
55002168 高韦曲 电子电气工程学院 讲师  女
55002169 陆芳菲 电子电气工程学院 教授  女
55002170 邵云梦 电子电气工程学院 讲师  女
55002171 邱飞柏 电子电气工程学院 教授  女
55002172 唐宜然 电子电气工程学院 教授  男
55002173 田俊人 电子电气工程学院 副教授  男
55002174 杜德本 电子电气工程学院 教授  男
55002175 邓英奕 电子电气工程学院 教授  男
55002176 黎锐思 电子电气工程学院 教授  男
55002177 熊湛静 美术与设计学院 讲师  女
55002178 漕珺娅 美术与设计学院 讲师  女
55002179 姚绮彤 美术与设计学院 讲师  女
55002180 汤丹萱 美术与设计学院 副教授  女
55002181 文怜阳 美术与设计学院 教授  女
55002182 陆纯雪 美术与设计学院 讲师  女
55002183 漕俊英 美术与设计学院 教授  男
55002184 杨睿聪 美术与设计学院 教授  男
55002185 孔智志 美术与设计学院 讲师  男
55002186 漕赞悦 电子电气工程学院 教授  女
55002187 丁红美 电子电气工程学院 讲师  女
55002188 卢天韵 电子电气工程学院 副教授  女
55002189 陆承福 电子电气工程学院 教授  男
55002190 龚阳曦 电子电气工程学院 讲师  男
55002191 林诗桃 人工智能学院 教授  女
55002192 毛炎琳 人工智能学院 讲师  女
55002193 杨雪兰 人工智能学院 教授  女
55002194 彭博简 人工智能学院 教授  男
55002195 徐力行 人工智能学院 副教授  男
55002196 冯乐语 人工智能学院 教授  男
55002197 郭高谊 人工智能学院 副教授  男
55002198 邵念薇 航空航天工程学院 讲师  女
55002199 汪井色 航空航天工程学院 教授  女
55002200 赵泽恩 航空航天工程学院 教授  女
55002201 卢勤琼 航空航天工程学院 教授  女
55002202 蒋星瞳 航空航天工程学院 教授  女
55002203 宋诗芳 航空航天工程学院 教授  女
55002204 尹承载 航空航天工程学院 教授  男
55002205 顾志勇 航空航天工程学院 教授  男
55002206 杨嘉福 航空航天工程学院 讲师  男
55002207 赵华辉 航空航天工程学院 教授  男
55002208 袁怡木 航空航天工程学院 教授  女
55002209 方笛韵 航空航天工程学院 教授  女
55002210 汪真文 航空航天工程学院 副教授  女
55002211 吴修齐 航空航天工程学院 讲师  男
55002212 刘良才 航空航天工程学院 教授  男
55002213 许桂月 化学化工学院 副教授  女
55002214 易苏弥 化学化工学院 教授  女
55002215 卢佳美 化学化工学院 讲师  女
55002216 朱雅芙 化学化工学院 讲师  女
55002217 邹平露 化学化工学院 副教授  女
55002218 江春枫 化学化工学院 教授  女
55002219 邱光熙 化学化工学院 副教授  男
55002220 吕华清 化学化工学院 讲师  男
55002221 石宇航 化学化工学院 副教授  男
55002222 江恬默 体育科学学院 讲师  女
55002223 孟亦绿 体育科学学院 教授  女
55002224 万韶容 体育科学学院 副教授  女
55002225 黎冷亦 体育科学学院 教授  女
55002226 史思雅 体育科学学院 副教授  女
55002227 阎星汉 体育科学学院 副教授  男
55002228 漕奇胜 体育科学学院 副教授  男
55002229 夏宏博 体育科学学院 讲师  男
55002230 武惠芳 音乐与舞蹈学院 讲师  女
55002231 徐怡月 音乐与舞蹈学院 讲师  女
55002232 程李媛 音乐与舞蹈学院 讲师  女
55002233 易歆然 音乐与舞蹈学院 教授  女
55002234 沈瑜然 音乐与舞蹈学院 讲师  女
55002235 钟慧丽 音乐与舞蹈学院 教授  女
55002236 夏弘方 音乐与舞蹈学院 讲师  男
55002237 汪涵涤 音乐与舞蹈学院 讲师  男
55002238 罗文耀 音乐与舞蹈学院 讲师  男
55002239 熊娴雅 计算机科学与技术学院 副教授  女
55002240 朱念真 计算机科学与技术学院 教授  女
55002241 邱长英 计算机科学与技术学院 副教授  女
55002242 蔡伟娜 计算机科学与技术学院 教授  女
55002243 邹哲妍 计算机科学与技术学院 教授  女
55002244 卢翠芙 计算机科学与技术学院 讲师  女
55002245 程宏远 计算机科学与技术学院 讲师  男
55002246 乔元嘉 计算机科学与技术学院 副教授  男
55002247 曹承嗣 计算机科学与技术学院 教授  男
55002248 武阳焱 计算机科学与技术学院 教授  男
55002249 田寄波 计算机科学与技术学院 教授  女
55002250 魏惠娅 计算机科学与技术学院 副教授  女
55002251 卢晨曦 计算机科学与技术学院 教授  女
55002252 许天巧 计算机科学与技术学院 副教授  女
55002253 潘同济 计算机科学与技术学院 讲师  男
55002254 漕浩宕 计算机科学与技术学院 教授  男
55002255 崔乐逸 计算机科学与技术学院 教授  男
55002256 徐嘉福 计算机科学与技术学院 教授  男
55002257 曹裕梅 美术与设计学院 教授  女
55002258 吕云飞 美术与设计学院 讲师  女
55002259 方流如 美术与设计学院 教授  女
55002260 陆梓柔 美术与设计学院 讲师  女
55002261 张慧美 美术与设计学院 教授  女
55002262 袁华灿 美术与设计学院 副教授  男
55002263 冯翰藻 美术与设计学院 副教授  男
55002264 宋安平 美术与设计学院 讲师  男
55002265 邱芳懿 物理科学学院 讲师  女
55002266 孔慕梅 物理科学学院 教授  女
55002267 潘彦杉 物理科学学院 讲师  女
55002268 冯高旻 物理科学学院 教授  男
55002269 朱承载 物理科学学院 教授  男
55002270 邱冬菱 音乐与舞蹈学院 讲师  女
55002271 梁绮兰 音乐与舞蹈学院 副教授  女
55002272 谭怀柔 音乐与舞蹈学院 教授  女
55002273 孔银玲 音乐与舞蹈学院 讲师  女
55002274 郭芷若 音乐与舞蹈学院 副教授  女
55002275 陆正豪 音乐与舞蹈学院 讲师  男
55002276 漕成济 音乐与舞蹈学院 副教授  男
55002277 金承宣 音乐与舞蹈学院 教授  男
55002278 朱晓瑶 航空航天工程学院 副教授  女
55002279 黄夏初 航空航天工程学院 讲师  女
55002280 钟蕴和 航空航天工程学院 教授  女
55002281 曾凤婷 航空航天工程学院 教授  女
55002282 龚慧婕 航空航天工程学院 讲师  女
55002283 董冬寒 航空航天工程学院 副教授  女
55002284 程文德 航空航天工程学院 讲师  男
55002285 苏修真 航空航天工程学院 教授  男
55002286 黎玉泽 航空航天工程学院 讲师  男
55002287 彭子明 航空航天工程学院 讲师  男
55002288 郭如风 航空航天工程学院 教授  女
55002289 秦灵萱 航空航天工程学院 副教授  女
55002290 姚天心 航空航天工程学院 教授  女
55002291 王梓婷 航空航天工程学院 讲师  女
55002292 梁寻凝 航空航天工程学院 副教授  女
55002293 卢宇芳 航空航天工程学院 教授  女
55002294 黎玉成 航空航天工程学院 讲师  男
55002295 汤高洁 航空航天工程学院 教授  男
55002296 范涵润 航空航天工程学院 讲师  男
55002297 蒋佩珍 美术与设计学院 教授  女
55002298 钱安卉 美术与设计学院 教授  女
55002299 汤八雪 美术与设计学院 副教授  女
55002300 何慧秀 美术与设计学院 讲师  女
55002301 汤嘉平 美术与设计学院 讲师  男
55002302 戴浩大 美术与设计学院 教授  男
55002303 彭阳荣 美术与设计学院 教授  男
55002304 贺天翰 美术与设计学院 讲师  男
55002305 贺贤琴 物理科学学院 讲师  女
55002306 史春华 物理科学学院 教授  女
55002307 夏睿瑶 物理科学学院 副教授  女
55002308 廖越彬 物理科学学院 教授  男
55002309 余承天 物理科学学院 讲师  男
55002310 唐凝荷 音乐与舞蹈学院 副教授  女
55002311 萧布侬 音乐与舞蹈学院 副教授  女
55002312 江柔怀 音乐与舞蹈学院 教授  女
55002313 彭彬郁 音乐与舞蹈学院 讲师  男
55002314 金宏旷 音乐与舞蹈学院 讲师  男
55002315 龚彭湃 音乐与舞蹈学院 讲师  男
55002316 余浩初 音乐与舞蹈学院 教授  男
55002317 顾玉韵 音乐与舞蹈学院 讲师  男
55002318 孙晓蓝 航空航天工程学院 教授  女
55002319 孟莉颖 航空航天工程学院 讲师  女
55002320 谢嘉言 航空航天工程学院 教授  女
55002321 任和玉 航空航天工程学院 教授  男
55002322 吕经艺 航空航天工程学院 副教授  男
55002323 贺坚诚 航空航天工程学院 教授  男
55002324 李真如 数学与统计学院 副教授  女
55002325 秦翠梅 数学与统计学院 副教授  女
55002326 廖菊月 数学与统计学院 副教授  女
55002327 孔轩秀 数学与统计学院 教授  女
55002328 方建业 数学与统计学院 副教授  男
55002329 贾宏深 数学与统计学院 讲师  男
55002330 顾怡瑶 音乐与舞蹈学院 副教授  女
55002331 侯霞姝 音乐与舞蹈学院 教授  女
55002332 钱璇子 音乐与舞蹈学院 教授  女
55002333 袁晓丝 音乐与舞蹈学院 讲师  女
55002334 陆正业 音乐与舞蹈学院 讲师  男
55002335 梁自明 音乐与舞蹈学院 教授  男
55002336 顾飞航 音乐与舞蹈学院 讲师  男
55002337 杨雅霜 美术与设计学院 副教授  女
55002338 毛从波 美术与设计学院 副教授  女
55002339 许天菱 美术与设计学院 教授  女
55002340 谢齐敏 美术与设计学院 讲师  女
55002341 郝易烟 美术与设计学院 教授  女
55002342 潘妍和 美术与设计学院 副教授  女
55002343 蒋勇军 美术与设计学院 副教授  男
55002344 钟泰和 美术与设计学院 教授  男
55002345 林飞鹏 美术与设计学院 副教授  男
55002346 文承宣 美术与设计学院 副教授  男
55002347 张白夜 美术与设计学院 讲师  女
55002348 吕明明 美术与设计学院 讲师  女
55002349 武笑珊 美术与设计学院 教授  女
55002350 曾诗槐 美术与设计学院 教授  女
55002351 萧翔飞 美术与设计学院 讲师  男
55002352 顾伟茂 美术与设计学院 讲师  男
55002353 胡鹏运 美术与设计学院 讲师  男
55002354 石宏远 美术与设计学院 教授  男
55002355 赖子轩 美术与设计学院 教授  男
55002356 夏则悦 电子电气工程学院 教授  女
55002357 汪胜怡 电子电气工程学院 教授  女
55002358 袁梧桐 电子电气工程学院 讲师  女
55002359 侯灵卉 电子电气工程学院 教授  女
55002360 魏妍妍 电子电气工程学院 副教授  女
55002361 江子石 电子电气工程学院 讲师  男
55002362 黎弘伟 电子电气工程学院 教授  男
55002363 李乐欣 电子电气工程学院 教授  男
55002364 孟和静 数学与统计学院 教授  女
55002365 罗翠梅 数学与统计学院 讲师  女
55002366 唐滢滢 数学与统计学院 副教授  女
55002367 康怜容 数学与统计学院 教授  女
55002368 邵柔绚 数学与统计学院 教授  女
55002369 何歌云 数学与统计学院 副教授  女
55002370 周乐康 数学与统计学院 教授  男
55002371 卢和安 数学与统计学院 副教授  男
55002372 蔡书语 体育科学学院 副教授  女
55002373 朱芝芳 体育科学学院 教授  女
55002374 金含秀 体育科学学院 教授  女
55002375 黄艳红 体育科学学院 教授  女
55002376 黄逸雅 体育科学学院 副教授  女
55002377 顾颖然 体育科学学院 讲师  女
55002378 赵智志 体育科学学院 讲师  男
55002379 邵元良 体育科学学院 讲师  男
55002380 郝建白 体育科学学院 讲师  男
55002381 余智勇 体育科学学院 副教授  男
55002382 贾文昌 体育科学学院 副教授  男
55002383 秦思怡 化学化工学院 讲师  女
55002384 朱萌阳 化学化工学院 副教授  女
55002385 宋冷卉 化学化工学院 副教授  女
55002386 龚朵薇 化学化工学院 教授  女
55002387 阎夏兰 化学化工学院 教授  女
55002388 江宏硕 化学化工学院 副教授  男
55002389 朱逸春 化学化工学院 教授  男
55002390 易惠玲 音乐与舞蹈学院 副教授  女
55002391 吴桂芳 音乐与舞蹈学院 副教授  女
55002392 谭云霞 音乐与舞蹈学院 副教授  女
55002393 郭高澹 音乐与舞蹈学院 教授  男
55002394 李理全 音乐与舞蹈学院 副教授  男
55002395 陈承悦 音乐与舞蹈学院 讲师  男
55002396 余绍祺 音乐与舞蹈学院 教授  男
55002397 萧鸿羲 音乐与舞蹈学院 教授  男
55002398 黄琼怡 航空航天工程学院 讲师  女
55002399 方飞雪 航空航天工程学院 教授  女
55002400 尹娇然 航空航天工程学院 教授  女
55002401 吴梅梅 航空航天工程学院 副教授  女
55002402 康从南 航空航天工程学院 教授  女
55002403 郑同甫 航空航天工程学院 副教授  男
55002404 何建中 航空航天工程学院 教授  男
55002405 汤宜年 航空航天工程学院 讲师  男
55002406 苏妍青 电子电气工程学院 副教授  女
55002407 邓晗蕊 电子电气工程学院 教授  女
55002408 薛微婉 电子电气工程学院 教授  女
55002409 吕冰蓝 电子电气工程学院 讲师  女
55002410 熊飞鸿 电子电气工程学院 讲师  男
55002411 郑泰华 电子电气工程学院 教授  男
55002412 江伟才 电子电气工程学院 教授  男
55002413 漕俊美 电子电气工程学院 教授  男
55002414 韩坚壁 电子电气工程学院 教授  男
55002415 潘以晴 物理科学学院 副教授  女
55002416 尹怀思 物理科学学院 副教授  女
55002417 尹梦曼 物理科学学院 副教授  女
55002418 沈景胜 物理科学学院 副教授  男
55002419 陈兴修 物理科学学院 教授  男
55002420 范凯乐 物理科学学院 副教授  男
55002421 杨经武 物理科学学院 副教授  男
55002422 朱立果 物理科学学院 教授  男
55002423 潘秀妮 化学化工学院 教授  女
55002424 苏妙春 化学化工学院 讲师  女
55002425 朱雪羽 化学化工学院 教授  女
55002426 马凌珍 化学化工学院 讲师  女
55002427 薛舒岚 化学化工学院 讲师  女
55002428 乔问萍 化学化工学院 教授  女
55002429 张泰初 化学化工学院 讲师  男
55002430 汪和悦 化学化工学院 副教授  男
55002431 谭海女 人工智能学院 讲师  女
55002432 孟菱凡 人工智能学院 副教授  女
55002433 杜盼波 人工智能学院 副教授  女
55002434 马晓巧 人工智能学院 讲师  女
55002435 丁思语 人工智能学院 教授  女
55002436 金珠星 人工智能学院 副教授  女
55002437 刘凯捷 人工智能学院 教授  男
55002438 孟雨泽 人工智能学院 副教授  男
55002439 余康适 人工智能学院 教授  男
55002440 潘韶美 音乐与舞蹈学院 讲师  女
55002441 冯芹悦 音乐与舞蹈学院 副教授  女
55002442 宋雪娟 音乐与舞蹈学院 副教授  女
55002443 万家欣 音乐与舞蹈学院 讲师  女
55002444 龙安茹 音乐与舞蹈学院 教授  女
55002445 蔡梓婷 音乐与舞蹈学院 副教授  女
55002446 金雨华 音乐与舞蹈学院 副教授  男
55002447 龚鹏举 音乐与舞蹈学院 副教授  男
55002448 江天瑞 音乐与舞蹈学院 教授  男
55002449 张向明 音乐与舞蹈学院 副教授  男
55002450 徐楚楚 音乐与舞蹈学院 教授  女
55002451 谢施然 音乐与舞蹈学院 教授  女
55002452 薛婉清 音乐与舞蹈学院 讲师  女
55002453 秦紫夏 音乐与舞蹈学院 副教授  女
55002454 汪乐语 音乐与舞蹈学院 副教授  男
55002455 邹意远 音乐与舞蹈学院 讲师  男
55002456 姚阳飙 音乐与舞蹈学院 副教授  男
55002457 康叶澜 美术与设计学院 教授  女
55002458 武贞婉 美术与设计学院 讲师  女
55002459 姜丹珍 美术与设计学院 副教授  女
55002460 郝梦雨 美术与设计学院 副教授  女
55002461 廖邵美 美术与设计学院 副教授  女
55002462 郭芸馨 美术与设计学院 讲师  女
55002463 余宾白 美术与设计学院 教授  男
55002464 廖飞驰 美术与设计学院 讲师  男
55002465 文飞鸾 美术与设计学院 讲师  男
55002466 邹欣笑 电子电气工程学院 副教授  女
55002467 夏姗姗 电子电气工程学院 讲师  女
55002468 熊古兰 电子电气工程学院 教授  女
55002469 刘润丽 电子电气工程学院 副教授  女
55002470 邵文康 电子电气工程学院 副教授  男
55002471 梁涵意 电子电气工程学院 教授  男
55002472 钟元勋 电子电气工程学院 副教授  男
55002473 林鸿祯 电子电气工程学院 副教授  男
55002474 钟涵柳 数学与统计学院 教授  女
55002475 石水香 数学与统计学院 讲师  女
55002476 郑雁菡 数学与统计学院 副教授  女
55002477 蒋三诗 数学与统计学院 讲师  女
55002478 郑甜恬 数学与统计学院 讲师  女
55002479 侯越彬 数学与统计学院 副教授  男
55002480 龙永福 数学与统计学院 讲师  男
55002481 龚学文 数学与统计学院 讲师  男
55002482 梁睿彤 体育科学学院 教授  女
55002483 常韫玉 体育科学学院 副教授  女
55002484 任乐然 体育科学学院 副教授  女
55002485 康寒云 体育科学学院 讲师  女
55002486 易锐逸 体育科学学院 教授  男
55002487 彭文山 体育科学学院 讲师  男
55002488 徐和洽 体育科学学院 教授  男
55002489 漕逸春 体育科学学院 讲师  男
55002490 夏伶俐 音乐与舞蹈学院 副教授  女
55002491 方问蕊 音乐与舞蹈学院 副教授  女
55002492 郭寄柔 音乐与舞蹈学院 教授  女
55002493 石伶伶 音乐与舞蹈学院 讲师  女
55002494 胡笑笑 音乐与舞蹈学院 副教授  女
55002495 孙月杉 音乐与舞蹈学院 讲师  女
55002496 何和风 音乐与舞蹈学院 副教授  男
55002497 张高岑 音乐与舞蹈学院 教授  男
55002498 尹博远 音乐与舞蹈学院 副教授  男
55002499 贺嘉珍 音乐与舞蹈学院 副教授  男
55002500 崔昂雄 音乐与舞蹈学院 讲师  男
55002501 康幼翠 人工智能学院 副教授  女
55002502 卢菡梅 人工智能学院 副教授  女
55002503 贺新蕾 人工智能学院 副教授  女
55002504 金若华 人工智能学院 副教授  女
55002505 康建白 人工智能学院 副教授  男
55002506 傅鸿福 人工智能学院 教授  男
55002507 万鹏程 人工智能学院 副教授  男
55002508 杜嘉言 人工智能学院 讲师  男
55002509 熊天和 人工智能学院 教授  男
55002510 郝燕明 音乐与舞蹈学院 讲师  女
55002511 阎尔槐 音乐与舞蹈学院 教授  女
55002512 蒋贤琴 音乐与舞蹈学院 讲师  女
55002513 白韶阳 音乐与舞蹈学院 教授  女
55002514 文风华 音乐与舞蹈学院 教授  男
55002515 崔华采 音乐与舞蹈学院 教授  男
55002516 胡经纶 音乐与舞蹈学院 讲师  男
55002517 孙高峰 音乐与舞蹈学院 教授  男
55002518 任庄雅 航空航天工程学院 讲师  女
55002519 漕青木 航空航天工程学院 教授  女
55002520 苏依辰 航空航天工程学院 副教授  女
55002521 乔希月 航空航天工程学院 教授  女
55002522 梁含蕾 航空航天工程学院 讲师  女
55002523 陆正诚 航空航天工程学院 教授  男
55002524 贾智志 航空航天工程学院 教授  男
55002525 邹绍辉 航空航天工程学院 副教授  男
55002526 程高旻 航空航天工程学院 讲师  男
55002527 马俊爽 航空航天工程学院 讲师  男
55002528 姜瓶花 航空航天工程学院 副教授  女
55002529 侯素怀 航空航天工程学院 教授  女
55002530 何紫易 航空航天工程学院 教授  女
55002531 沈馨兰 航空航天工程学院 副教授  女
55002532 唐天空 航空航天工程学院 教授  男
55002533 马嘉泽 航空航天工程学院 讲师  男
55002534 谢文康 航空航天工程学院 讲师  男
55002535 杜高峻 航空航天工程学院 副教授  男
55002536 于伟兆 航空航天工程学院 副教授  男
55002537 萧春梅 美术与设计学院 副教授  女
55002538 汤柳思 美术与设计学院 副教授  女
55002539 谢琳溪 美术与设计学院 讲师  女
55002540 唐和平 美术与设计学院 副教授  男
55002541 乔星文 美术与设计学院 讲师  男
55002542 谭承嗣 美术与设计学院 教授  男
55002543 毛安晏 美术与设计学院 副教授  男
55002544 郑经业 美术与设计学院 讲师  男
55002545 方碧彤 物理科学学院 讲师  女
55002546 白于娜 物理科学学院 讲师  女
55002547 龙夏兰 物理科学学院 讲师  女
55002548 钱柯拉 物理科学学院 副教授  女
55002549 马晨旭 物理科学学院 讲师  女
55002550 潘梦旋 物理科学学院 副教授  女
55002551 傅俊哲 物理科学学院 副教授  男
55002552 贺玉轩 物理科学学院 教授  男
55002553 易永年 物理科学学院 讲师  男
55002554 方紫霜 数学与统计学院 教授  女
55002555 姚朗丽 数学与统计学院 副教授  女
55002556 邹云琼 数学与统计学院 讲师  女
55002557 郭锦凡 数学与统计学院 讲师  女
55002558 何乐山 数学与统计学院 副教授  男
55002559 段英毅 数学与统计学院 讲师  男
55002560 赵嘉洁 音乐与舞蹈学院 讲师  女
55002561 龙绿春 音乐与舞蹈学院 讲师  女
55002562 邹清韵 音乐与舞蹈学院 教授  女
55002563 于珑玲 音乐与舞蹈学院 副教授  女
55002564 罗怜云 音乐与舞蹈学院 教授  女
55002565 周元德 音乐与舞蹈学院 教授  男
55002566 许安翔 音乐与舞蹈学院 教授  男
55002567 梁学名 音乐与舞蹈学院 教授  男
55002568 汪建柏 音乐与舞蹈学院 副教授  男
55002569 吕俊健 音乐与舞蹈学院 副教授  男
55002570 孙晶燕 音乐与舞蹈学院 副教授  女
55002571 金映寒 音乐与舞蹈学院 讲师  女
55002572 韩宫莹 音乐与舞蹈学院 讲师  女
55002573 程思嘉 音乐与舞蹈学院 副教授  女
55002574 许明志 音乐与舞蹈学院 讲师  男
55002575 汪绍元 音乐与舞蹈学院 讲师  男
55002576 傅敏达 音乐与舞蹈学院 副教授  男
55002577 徐信瑞 音乐与舞蹈学院 教授  男
55002578 文丽玉 航空航天工程学院 讲师  女
55002579 汤书意 航空航天工程学院 讲师  女
55002580 卢文丽 航空航天工程学院 教授  女
55002581 秦斯雅 航空航天工程学院 教授  女
55002582 魏陶然 航空航天工程学院 讲师  女
55002583 顾凝雪 航空航天工程学院 教授  女
55002584 汤弘伟 航空航天工程学院 讲师  男
55002585 彭睿明 航空航天工程学院 副教授  男
55002586 文妍芳 电子电气工程学院 教授  女
55002587 梁雨双 电子电气工程学院 教授  女
55002588 余明艳 电子电气工程学院 教授  女
55002589 陆梓瑶 电子电气工程学院 讲师  女
55002590 丁之槐 电子电气工程学院 副教授  女
55002591 薛志专 电子电气工程学院 讲师  男
55002592 于景澄 电子电气工程学院 讲师  男
55002593 邱建章 电子电气工程学院 副教授  男
55002594 吴小宸 数学与统计学院 副教授  女
55002595 何思慧 数学与统计学院 教授  女
55002596 曾未央 数学与统计学院 副教授  女
55002597 康云淡 数学与统计学院 讲师  女
55002598 汤俊风 数学与统计学院 副教授  男
55002599 刘浩歌 数学与统计学院 副教授  男
55002600 赖俊侠 数学与统计学院 副教授  男
55002601 梁今雨 人工智能学院 讲师  女
55002602 叶瑾萱 人工智能学院 讲师  女
55002603 曹之槐 人工智能学院 教授  女
55002604 陆梓玥 人工智能学院 教授  女
55002605 韩乐悦 人工智能学院 副教授  男
55002606 彭鹏飞 人工智能学院 副教授  男
55002607 朱弘济 人工智能学院 教授  男
55002608 于君雅 航空航天工程学院 讲师  女
55002609 宋冰枫 航空航天工程学院 副教授  女
55002610 陆忆之 航空航天工程学院 副教授  女
55002611 田冷雪 航空航天工程学院 教授  女
55002612 江楚楚 航空航天工程学院 副教授  女
55002613 尹嘉木 航空航天工程学院 讲师  男
55002614 韩博达 航空航天工程学院 讲师  男
55002615 崔恬默 物理科学学院 教授  女
55002616 侯太文 物理科学学院 讲师  女
55002617 胡梓燕 物理科学学院 讲师  女
55002618 贺纯洁 物理科学学院 教授  女
55002619 崔芬芬 物理科学学院 讲师  女
55002620 易修永 物理科学学院 副教授  男
55002621 金波峻 物理科学学院 教授  男
55002622 漕嘉实 物理科学学院 教授  男
55002623 郭宏阔 物理科学学院 讲师  男
55002624 汪丽芳 数学与统计学院 讲师  女
55002625 钟娴静 数学与统计学院 副教授  女
55002626 梁素欣 数学与统计学院 教授  女
55002627 余斯玉 数学与统计学院 教授  女
55002628 陆天泽 数学与统计学院 副教授  男
55002629 韩俊材 数学与统计学院 讲师  男
55002630 薛俊美 数学与统计学院 教授  男
55002631 姜飞星 数学与统计学院 副教授  男
55002632 丁宏富 数学与统计学院 教授  男
55002633 邹婉娜 化学化工学院 副教授  女
55002634 文旭辉 化学化工学院 副教授  女
55002635 文雅凡 化学化工学院 副教授  女
55002636 张飞文 化学化工学院 讲师  男
55002637 田元青 化学化工学院 讲师  男
55002638 张润丽 航空航天工程学院 教授  女
55002639 孟春枫 航空航天工程学院 教授  女
55002640 毛诗槐 航空航天工程学院 副教授  女
55002641 白碧琳 航空航天工程学院 副教授  女
55002642 钱尹夏 航空航天工程学院 副教授  女
55002643 邹修贤 航空航天工程学院 教授  男
55002644 贺俊力 航空航天工程学院 讲师  男
55002645 朱锐翰 航空航天工程学院 副教授  男
55002646 钱杉月 电子电气工程学院 副教授  女
55002647 郝艺萍 电子电气工程学院 讲师  女
55002648 江柔婉 电子电气工程学院 副教授  女
55002649 戴梦菡 电子电气工程学院 教授  女
55002650 汪云梦 电子电气工程学院 副教授  女
55002651 袁向笛 电子电气工程学院 副教授  男
55002652 韩彬郁 电子电气工程学院 讲师  男
55002653 龚凯康 电子电气工程学院 讲师  男
55002654 胡君茹 数学与统计学院 副教授  女
55002655 乔采珊 数学与统计学院 副教授  女
55002656 文曹文 数学与统计学院 教授  女
55002657 邱水芸 数学与统计学院 教授  女
55002658 康鹏云 数学与统计学院 副教授  男
55002659 程永福 数学与统计学院 教授  男
55002660 汤正志 数学与统计学院 教授  男
55002661 孟飞虎 人工智能学院 教授  男
55002662 任建华 人工智能学院 教授  男
55002663 黎建中 化学化工学院 副教授  男
55002664 卢涵育 化学化工学院 教授  男
55002665 郭君昊 物理科学学院 副教授  男
55002666 贾泰河 物理科学学院 副教授  男
55002667 贺鸿雪 美术与设计学院 副教授  男
55002668 万永新 美术与设计学院 讲师  男
55002669 蔡承望 美术与设计学院 讲师  男
55002670 朱俊德 美术与设计学院 教授  男
55002671 史兴安 人工智能学院 教授  男
55002672 薛奇水 人工智能学院 副教授  男
55002673 史鸿宝 化学化工学院 讲师  男
55002674 吴俊拔 化学化工学院 讲师  男
55002675 黄英范 化学化工学院 副教授  男
55002676 郝光临 化学化工学院 副教授  男
